web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022259-4312,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Tongue-tie (ankyloglossia),https://www.mayoclinic.org/diseases-conditions/tongue-tie/symptoms-causes/syc-20378452,Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side
1576022189-4098,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Gout,https://www.mayoclinic.org/diseases-conditions/gout/symptoms-causes/syc-20372897,"Lingering discomfort. After the most severe pain subsides, some joint discomfort may last from a few days to a few weeks. Later attacks are likely to last longer and affect more joints."
1576022303-4410,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,"Chest pain, fast heartbeat or shortness of breath"
1576022531-5031,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,Eyelid flutters
1576022261-4317,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sprained ankle,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,Swelling
1576022265-4331,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anhidrosis,https://www.mayoclinic.org/diseases-conditions/anhidrosis/symptoms-causes/syc-20369400,Muscle cramps or weakness
1576022454-4812,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Low frustration tolerance
1576022207-4145,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Heart arrhythmias,https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668,Bradycardia (brad-e-KAHR-dee-uh). This refers to a slow heartbeat — a resting heart rate less than 60 beats a minute.
1576022172-4061,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial septal defect,https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,"Shortness of breath, especially when exercising"
1576022442-4770,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pheochromocytoma,https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367,Paleness in the face (pallor)
1576022240-4252,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,"Being callous, cynical and disrespectful of others"
1576022352-4571,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,Sneezing
1576022332-4515,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215,Inability to cope well with emotional or professional stress
1576022301-4402,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sickle cell anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,"Episodes of pain. Periodic episodes of pain, called crises, are a major symptom of sickle cell anemia. Pain develops when sickle-shaped red blood cells block blood flow through tiny blood vessels to your chest, abdomen and joints. Pain can also occur in your bones.
    The pain varies in intensity and can last for a few hours to a few weeks. Some people have only a few pain episodes. Others have a dozen or more crises a year. If a crisis is severe enough, you might need to be hospitalized.
    Some adolescents and adults with sickle cell anemia also have chronic pain, which can result from bone and joint damage, ulcers and other causes."
1576022244-4270,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,More-frequent bowel movements
1576022135-3970,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Vaginal discharge
1576022303-4409,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,Pale skin
1576022133-3966,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive attachment disorder,https://www.mayoclinic.org/diseases-conditions/reactive-attachment-disorder/symptoms-causes/syc-20352939,Failure to reach out when picked up
1576022307-4431,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Prolonged bleeding from cuts
1576022158-4034,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Astigmatism,https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835,Squinting
1576022199-4128,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Giant cell arteritis,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,"Sudden, permanent loss of vision in one eye"
1576022301-4406,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sickle cell anemia,https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876,"Vision problems. Tiny blood vessels that supply your eyes may become plugged with sickle cells. This can damage the retina — the portion of the eye that processes visual images, leading to vision problems."
1576022322-4475,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,Anal itching
1576022121-3923,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autonomic neuropathy,https://www.mayoclinic.org/diseases-conditions/autonomic-neuropathy/symptoms-causes/syc-20369829,"Sluggish pupil reaction, making it difficult to adjust from light to dark and seeing well when driving at night."
1576022133-3962,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive attachment disorder,https://www.mayoclinic.org/diseases-conditions/reactive-attachment-disorder/symptoms-causes/syc-20352939,Not seeking comfort or showing no response when comfort is given
1576022273-4353,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,Sweating
1576022535-5042,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hyperhidrosis,https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152,You experience night sweats for no apparent reason
1576022425-4751,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, dry",https://www.mayoclinic.org/diseases-conditions/dry-macular-degeneration/symptoms-causes/syc-20350375,Increased blurriness of printed words
1576022187-4094,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Septic arthritis,https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755,"Skin fragility. Skin that breaks easily and heals poorly can give bacteria access to your body. Skin conditions such as psoriasis and eczema increase your risk of septic arthritis, as do infected skin wounds. People who regularly inject drugs also have a higher risk of infection at the site of injection."
1576022305-4421,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,Slow growth
1576022127-3943,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,Has poor eye contact and lacks facial expression
1576022230-4211,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,Leg pain
1576022491-4942,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sweet's syndrome,https://www.mayoclinic.org/diseases-conditions/sweets-syndrome/symptoms-causes/syc-20351117,"Drug sensitivity. Sweet's syndrome may result from a sensitivity to medication. Drugs linked to Sweet's syndrome include azathioprine (Azasan, Imuran), granulocyte colony stimulating factor, certain antibiotics and some nonsteroidal anti-inflammatory drugs."
1576022140-3994,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,"Swelling in the legs, ankles and feet (edema)"
1576022219-4171,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Primary progressive aphasia,https://www.mayoclinic.org/diseases-conditions/primary-progressive-aphasia/symptoms-causes/syc-20350499,Trouble comprehending word meanings
1576022454-4814,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Problems following through and completing tasks
1576022355-4577,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hair loss,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,"Full-body hair loss. Some conditions and medical treatments, such as chemotherapy for cancer, can result in the loss of hair all over your body. The hair usually grows back."
1576022135-3977,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Light bleeding after intercourse
1576022234-4227,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,Having trouble sleeping
1576022230-4206,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,Sudden severe abdominal pain
1576022350-4564,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,"Inappropriate crying, laughing or yawning"
1576022144-3997,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial fibrillation,https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624,Reduced ability to exercise
1576022309-4442,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Cold hands and feet
1576022450-4799,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Withdrawing from social supports
1576022479-4896,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Shortness of breath
1576022350-4558,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,Difficulty walking or doing normal daily activities
1576022483-4911,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute liver failure,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863,Pain in your upper right abdomen
1576022444-4774,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,Pink or purple stretch marks on the skin
1576022226-4193,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,Heart murmur
1576022275-4358,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,Weight loss
1576022479-4895,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Lethargy and fatigue
1576022352-4572,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,Headaches
1576022485-4927,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,Seizures or coma in severe cases
1576022172-4063,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial septal defect,https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,"Swelling of legs, feet or abdomen"
1576022199-4125,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Giant cell arteritis,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,Fatigue
1576022382-4658,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dust mite allergy,https://www.mayoclinic.org/diseases-conditions/dust-mites/symptoms-causes/syc-20352173,Nasal congestion
1576022309-4443,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Headaches
1576022411-4730,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Agoraphobia,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987,Crowds or waiting in line
